NUTS2_code,process,season,day_type,hour,load,temperature
DE13,shw_residential,1,1,17,23020.3,
DE13,shw_residential,1,1,18,27417.5,
DE13,shw_residential,1,1,19,28969.4,
DE13,shw_residential,1,1,20,24572.2,
DE13,shw_residential,1,1,21,17071.2,
DE13,shw_residential,1,1,22,10346.2,
DE13,shw_residential,1,1,23,6725.03,
DE13,shw_residential,1,1,24,6207.72,
DE13,shw_residential,1,2,1,5173.1,
DE13,shw_residential,1,2,2,4138.48,
DE13,shw_residential,1,2,3,2845.21,
DE13,shw_residential,1,2,4,1293.28,
DE13,shw_residential,1,2,5,1034.62,
DE13,shw_residential,1,2,6,775.965,
DE13,shw_residential,1,2,7,2327.9,
DE13,shw_residential,1,2,8,8276.95,
DE13,shw_residential,1,2,9,17329.9,
DE13,shw_residential,1,2,10,27676.1,
DE13,shw_residential,1,2,11,30004,
DE13,shw_residential,1,2,12,29228,
DE13,shw_residential,1,2,13,24830.9,
DE13,shw_residential,1,2,14,21468.4,
DE13,shw_residential,1,2,15,15519.3,
DE13,shw_residential,1,2,16,10346.2,
DE13,shw_residential,1,2,17,8276.95,
DE13,shw_residential,1,2,18,10346.2,
DE13,shw_residential,1,2,19,13967.4,
DE13,shw_residential,1,2,20,14484.7,
DE13,shw_residential,1,2,21,13708.7,
DE13,shw_residential,1,2,22,13191.4,
DE13,shw_residential,1,2,23,10863.5,
DE13,shw_residential,1,2,24,8014.79,
DE13,shw_residential,2,0,1,2969.25,
DE13,shw_residential,2,0,2,1160.42,
DE13,shw_residential,2,0,3,450.883,
DE13,shw_residential,2,0,4,580.211,
DE13,shw_residential,2,0,5,1742.4,
DE13,shw_residential,2,0,6,5943.77,
DE13,shw_residential,2,0,7,12410.1,
DE13,shw_residential,2,0,8,16290,
DE13,shw_residential,2,0,9,16160.7,
DE13,shw_residential,2,0,10,12539.5,
DE13,shw_residential,2,0,11,10340.9,
DE13,shw_residential,2,0,12,9306.3,
DE13,shw_residential,2,0,13,9435.61,
DE13,shw_residential,2,0,14,9564.93,
DE13,shw_residential,2,0,15,8788.99,
DE13,shw_residential,2,0,16,7754.37,
DE13,shw_residential,2,0,17,7107.73,
DE13,shw_residential,2,0,18,9176.95,
DE13,shw_residential,2,0,19,11634.2,
DE13,shw_residential,2,0,20,13444.8,
DE13,shw_residential,2,0,21,12280.8,
DE13,shw_residential,2,0,22,11763.5,
DE13,shw_residential,2,0,23,9435.6,
DE13,shw_residential,2,0,24,6978.38,
DE13,shw_residential,2,1,1,4556.15,
DE13,shw_residential,2,1,2,2133.91,
DE13,shw_residential,2,1,3,1228.61,
DE13,shw_residential,2,1,4,452.647,
DE13,shw_residential,2,1,5,711.302,
DE13,shw_residential,2,1,6,1745.92,
DE13,shw_residential,2,1,7,3815.17,
DE13,shw_residential,2,1,8,8535.62,
DE13,shw_residential,2,1,9,15260.7,
DE13,shw_residential,2,1,10,19916.4,
DE13,shw_residential,2,1,11,19528.4,
DE13,shw_residential,2,1,12,16941.8,
DE13,shw_residential,2,1,13,15907.2,
DE13,shw_residential,2,1,14,17200.6,
DE13,shw_residential,2,1,15,16036.7,
DE13,shw_residential,2,1,16,15907.3,
DE13,shw_residential,2,1,17,17329.9,
DE13,shw_residential,2,1,18,21080.4,
DE13,shw_residential,2,1,19,23537.7,
DE13,shw_residential,2,1,20,21339.1,
DE13,shw_residential,2,1,21,16166,
DE13,shw_residential,2,1,22,10863.5,
DE13,shw_residential,2,1,23,7242.34,
DE13,shw_residential,2,1,24,5949.06,
DE13,shw_residential,2,2,1,4267.81,
DE13,shw_residential,2,2,2,2974.53,
DE13,shw_residential,2,2,3,1810.59,
DE13,shw_residential,2,2,4,646.64,
DE13,shw_residential,2,2,5,581.974,
DE13,shw_residential,2,2,6,581.974,
DE13,shw_residential,2,2,7,2392.56,
DE13,shw_residential,2,2,8,7113,
