country;NUTS0_ID;type_of_building;heating_equipment;year;datetime;price_index_households_appliances;labour_cost_index_construction_sector;equipment_and_maintenance_index;specific_investment_costs;equipment_cost_ share;installation_cost_share;fixed_O_and_M;variable_O_and_M;technical_lifetime;total_annual_net_efficiency;k1_specific_investment_costs;k2_specific_investment_costs;InCost_CAGR;k1_fixed_O_and_M;k2_fixed_O_and_M;;;;;
France;FR;new SFH;Solar thermal;2020;01.01.2020 00:00;0.93;0.8;0.84;567;0.7;0.4;13;;25;;1207;-0.157;-0.01;54;-0.6;;;;;
Germany;DE;new SFH;Solar thermal;2020;01.01.2020 00:00;0.89;0.69;0.82;527;0.7;0.4;13;;25;;1119;-0.157;-0.01;53;-0.6;;;;;
Greece;EL;new SFH;Solar thermal;2020;01.01.2020 00:00;0.81;0.29;0.74;403;0.7;0.4;12;;25;;857;-0.157;-0.01;48;-0.6;;;;;
Hungary;HU;new SFH;Solar thermal;2020;01.01.2020 00:00;0.76;0.15;0.57;353;0.7;0.4;9;;25;;746;-0.157;-0.01;37;-0.6;;;;;
Ireland;IE;new SFH;Solar thermal;2020;01.01.2020 00:00;0.87;0.69;0.83;518;0.7;0.4;13;;25;;1102;-0.157;-0.01;53;-0.6;;;;;
Italy;IT;new SFH;Solar thermal;2020;01.01.2020 00:00;0.94;0.6;0.87;529;0.7;0.4;14;;25;;1121;-0.157;-0.01;56;-0.6;;;;;
Latvia;LV;new SFH;Solar thermal;2020;01.01.2020 00:00;0.76;0.19;0.68;361;0.7;0.4;11;;25;;765;-0.157;-0.01;44;-0.6;;;;;
Lithuania;LT;new SFH;Solar thermal;2020;01.01.2020 00:00;0.81;0.18;0.66;380;0.7;0.4;11;;25;;805;-0.157;-0.01;42;-0.6;;;;;
Luxembourg;LU;new SFH;Solar thermal;2020;01.01.2020 00:00;0.98;0.64;0.92;556;0.7;0.4;15;;25;;1175;-0.157;-0.01;59;-0.6;;;;;
Malta;MT;new SFH;Solar thermal;2020;01.01.2020 00:00;1.16;0.24;0.85;538;0.7;0.4;14;;25;;1144;-0.157;-0.01;55;-0.6;;;;;
Netherlands;NL;new SFH;Solar thermal;2020;01.01.2020 00:00;0.87;0.86;0.88;555;0.7;0.4;14;;25;;1183;-0.157;-0.01;57;-0.6;;;;;
Poland;PL;new SFH;Solar thermal;2020;01.01.2020 00:00;0.66;0.19;0.52;319;0.7;0.4;8;;25;;676;-0.157;-0.01;33;-0.6;;;;;
Portugal;PT;new SFH;Solar thermal;2020;01.01.2020 00:00;1;0.3;0.77;487;0.7;0.4;12;;25;;1031;-0.157;-0.01;49;-0.6;;;;;
Romania;RO;new SFH;Solar thermal;2020;01.01.2020 00:00;0.8;0.11;0.57;357;0.7;0.4;9;;25;;762;-0.157;-0.01;37;-0.6;;;;;
Slovakia;SK;new SFH;Solar thermal;2020;01.01.2020 00:00;0.81;0.24;0.66;390;0.7;0.4;11;;25;;833;-0.157;-0.01;42;-0.6;;;;;
Slovenia;SI;new SFH;Solar thermal;2020;01.01.2020 00:00;0.88;0.3;0.73;434;0.7;0.4;12;;25;;924;-0.157;-0.01;47;-0.6;;;;;
Spain;ES;new SFH;Solar thermal;2020;01.01.2020 00:00;0.89;0.51;0.82;488;0.7;0.4;13;;25;;1033;-0.157;-0.01;53;-0.6;;;;;
Sweden;SE;new SFH;Solar thermal;2020;01.01.2020 00:00;1.01;1.02;0.98;650;0.7;0.4;16;;25;;1383;-0.157;-0.01;63;-0.6;;;;;
United Kingdom;UK;new SFH;Solar thermal;2020;01.01.2020 00:00;0.87;0.71;0.85;522;0.7;0.4;14;;25;;1111;-0.157;-0.01;55;-0.6;;;;;
Austria;AT;new MFH;Solar thermal;2020;01.01.2020 00:00;0.82;0.81;0.9;473;0.7;0.4;3;;25;;1115;-0.157;-0.01;58;-0.6;;;;;
Belgium;BE;new MFH;Solar thermal;2020;01.01.2020 00:00;0.92;0.88;0.88;526;0.7;0.4;3;;25;;1237;-0.157;-0.01;57;-0.6;;;;;
Bulgaria;BG;new MFH;Solar thermal;2020;01.01.2020 00:00;0.73;0.09;0.52;294;0.7;0.4;2;;25;;691;-0.157;-0.01;33;-0.6;;;;;
Croatia;HR;new MFH;Solar thermal;2020;01.01.2020 00:00;0.83;0.23;0.66;360;0.7;0.4;2;;25;;846;-0.157;-0.01;42;-0.6;;;;;
Cyprus;CY;new MFH;Solar thermal;2020;01.01.2020 00:00;1.02;0.36;0.73;456;0.7;0.4;2;;25;;1077;-0.157;-0.01;47;-0.6;;;;;
Czech Republic;CZ;new MFH;Solar thermal;2020;01.01.2020 00:00;0.8;0.24;0.63;351;0.7;0.4;2;;25;;824;-0.157;-0.01;40;-0.6;;;;;
Denmark;DK;new MFH;Solar thermal;2020;01.01.2020 00:00;1;1;1;579;0.7;0.4;3;;25;;1365;-0.157;-0.01;64;-0.6;;;;;
Estonia;EE;new MFH;Solar thermal;2020;01.01.2020 00:00;0.82;0.3;0.72;369;0.7;0.4;2;;25;;871;-0.157;-0.01;46;-0.6;;;;;
Finland;FI;new MFH;Solar thermal;2020;01.01.2020 00:00;0.94;0.87;0.92;529;0.7;0.4;3;;25;;1250;-0.157;-0.01;59;-0.6;;;;;
France;FR;new MFH;Solar thermal;2020;01.01.2020 00:00;0.93;0.8;0.84;511;0.7;0.4;3;;25;;1207;-0.157;-0.01;54;-0.6;;;;;
Germany;DE;new MFH;Solar thermal;2020;01.01.2020 00:00;0.89;0.69;0.82;474;0.7;0.4;3;;25;;1119;-0.157;-0.01;53;-0.6;;;;;
Greece;EL;new MFH;Solar thermal;2020;01.01.2020 00:00;0.81;0.29;0.74;362;0.7;0.4;2;;25;;857;-0.157;-0.01;48;-0.6;;;;;
Hungary;HU;new MFH;Solar thermal;2020;01.01.2020 00:00;0.76;0.15;0.57;317;0.7;0.4;2;;25;;746;-0.157;-0.01;37;-0.6;;;;;
Ireland;IE;new MFH;Solar thermal;2020;01.01.2020 00:00;0.87;0.69;0.83;466;0.7;0.4;3;;25;;1102;-0.157;-0.01;53;-0.6;;;;;
Italy;IT;new MFH;Solar thermal;2020;01.01.2020 00:00;0.94;0.6;0.87;476;0.7;0.4;3;;25;;1121;-0.157;-0.01;56;-0.6;;;;;
Latvia;LV;new MFH;Solar thermal;2020;01.01.2020 00:00;0.76;0.19;0.68;325;0.7;0.4;2;;25;;765;-0.157;-0.01;44;-0.6;;;;;
Lithuania;LT;new MFH;Solar thermal;2020;01.01.2020 00:00;0.81;0.18;0.66;342;0.7;0.4;2;;25;;805;-0.157;-0.01;42;-0.6;;;;;
Luxembourg;LU;new MFH;Solar thermal;2020;01.01.2020 00:00;0.98;0.64;0.92;500;0.7;0.4;3;;25;;1175;-0.157;-0.01;59;-0.6;;;;;
Malta;MT;new MFH;Solar thermal;2020;01.01.2020 00:00;1.16;0.24;0.85;484;0.7;0.4;3;;25;;1144;-0.157;-0.01;55;-0.6;;;;;
Netherlands;NL;new MFH;Solar thermal;2020;01.01.2020 00:00;0.87;0.86;0.88;500;0.7;0.4;3;;25;;1183;-0.157;-0.01;57;-0.6;;;;;
Poland;PL;new MFH;Solar thermal;2020;01.01.2020 00:00;0.66;0.19;0.52;287;0.7;0.4;2;;25;;676;-0.157;-0.01;33;-0.6;;;;;
Portugal;PT;new MFH;Solar thermal;2020;01.01.2020 00:00;1;0.3;0.77;438;0.7;0.4;2;;25;;1031;-0.157;-0.01;49;-0.6;;;;;
Romania;RO;new MFH;Solar thermal;2020;01.01.2020 00:00;0.8;0.11;0.57;321;0.7;0.4;2;;25;;762;-0.157;-0.01;37;-0.6;;;;;
Slovakia;SK;new MFH;Solar thermal;2020;01.01.2020 00:00;0.81;0.24;0.66;351;0.7;0.4;2;;25;;833;-0.157;-0.01;42;-0.6;;;;;
Slovenia;SI;new MFH;Solar thermal;2020;01.01.2020 00:00;0.88;0.3;0.73;391;0.7;0.4;2;;25;;924;-0.157;-0.01;47;-0.6;;;;;
Spain;ES;new MFH;Solar thermal;2020;01.01.2020 00:00;0.89;0.51;0.82;439;0.7;0.4;3;;25;;1033;-0.157;-0.01;53;-0.6;;;;;
Sweden;SE;new MFH;Solar thermal;2020;01.01.2020 00:00;1.01;1.02;0.98;585;0.7;0.4;3;;25;;1383;-0.157;-0.01;63;-0.6;;;;;
United Kingdom;UK;new MFH;Solar thermal;2020;01.01.2020 00:00;0.87;0.71;0.85;470;0.7;0.4;3;;25;;1111;-0.157;-0.01;55;-0.6;;;;;
Austria;AT;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.82;0.81;0.9;662;0.7;0.4;14;;30;;1115;-0.157;-0.01;58;-0.6;;;;;
Belgium;BE;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.92;0.88;0.88;736;0.7;0.4;14;;30;;1237;-0.157;-0.01;57;-0.6;;;;;
Bulgaria;BG;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.73;0.09;0.52;412;0.7;0.4;8;;30;;691;-0.157;-0.01;33;-0.6;;;;;
Croatia;HR;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.83;0.23;0.66;504;0.7;0.4;11;;30;;846;-0.157;-0.01;42;-0.6;;;;;
Cyprus;CY;existing SFH;Solar thermal;2030;01.01.2030 00:00;1.02;0.36;0.73;638;0.7;0.4;12;;30;;1077;-0.157;-0.01;47;-0.6;;;;;
Czech Republic;CZ;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.8;0.24;0.63;492;0.7;0.4;10;;30;;824;-0.157;-0.01;40;-0.6;;;;;
Denmark;DK;existing SFH;Solar thermal;2030;01.01.2030 00:00;1;1;1;810;0.7;0.4;16;;30;;1365;-0.157;-0.01;64;-0.6;;;;;
Estonia;EE;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.82;0.3;0.72;517;0.7;0.4;12;;30;;871;-0.157;-0.01;46;-0.6;;;;;
Finland;FI;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.94;0.87;0.92;740;0.7;0.4;15;;30;;1250;-0.157;-0.01;59;-0.6;;;;;
France;FR;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.93;0.8;0.84;715;0.7;0.4;13;;30;;1207;-0.157;-0.01;54;-0.6;;;;;
Germany;DE;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.89;0.69;0.82;664;0.7;0.4;13;;30;;1119;-0.157;-0.01;53;-0.6;;;;;
Greece;EL;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.29;0.74;507;0.7;0.4;12;;30;;857;-0.157;-0.01;48;-0.6;;;;;
Hungary;HU;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.76;0.15;0.57;444;0.7;0.4;9;;30;;746;-0.157;-0.01;37;-0.6;;;;;
Ireland;IE;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.69;0.83;653;0.7;0.4;13;;30;;1102;-0.157;-0.01;53;-0.6;;;;;
Italy;IT;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.94;0.6;0.87;667;0.7;0.4;14;;30;;1121;-0.157;-0.01;56;-0.6;;;;;
Latvia;LV;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.76;0.19;0.68;455;0.7;0.4;11;;30;;765;-0.157;-0.01;44;-0.6;;;;;
Lithuania;LT;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.18;0.66;478;0.7;0.4;11;;30;;805;-0.157;-0.01;42;-0.6;;;;;
Luxembourg;LU;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.98;0.64;0.92;700;0.7;0.4;15;;30;;1175;-0.157;-0.01;59;-0.6;;;;;
Malta;MT;existing SFH;Solar thermal;2030;01.01.2030 00:00;1.16;0.24;0.85;678;0.7;0.4;14;;30;;1144;-0.157;-0.01;55;-0.6;;;;;
Netherlands;NL;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.86;0.88;700;0.7;0.4;14;;30;;1183;-0.157;-0.01;57;-0.6;;;;;
Poland;PL;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.66;0.19;0.52;402;0.7;0.4;8;;30;;676;-0.157;-0.01;33;-0.6;;;;;
Portugal;PT;existing SFH;Solar thermal;2030;01.01.2030 00:00;1;0.3;0.77;613;0.7;0.4;12;;30;;1031;-0.157;-0.01;49;-0.6;;;;;
Romania;RO;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.8;0.11;0.57;450;0.7;0.4;9;;30;;762;-0.157;-0.01;37;-0.6;;;;;
Slovakia;SK;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.24;0.66;491;0.7;0.4;11;;30;;833;-0.157;-0.01;42;-0.6;;;;;
Slovenia;SI;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.88;0.3;0.73;547;0.7;0.4;12;;30;;924;-0.157;-0.01;47;-0.6;;;;;
Spain;ES;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.89;0.51;0.82;615;0.7;0.4;13;;30;;1033;-0.157;-0.01;53;-0.6;;;;;
Sweden;SE;existing SFH;Solar thermal;2030;01.01.2030 00:00;1.01;1.02;0.98;819;0.7;0.4;16;;30;;1383;-0.157;-0.01;63;-0.6;;;;;
United Kingdom;UK;existing SFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.71;0.85;658;0.7;0.4;14;;30;;1111;-0.157;-0.01;55;-0.6;;;;;
Austria;AT;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.82;0.81;0.9;432;0.7;0.4;3;;30;;1115;-0.157;-0.01;58;-0.6;;;;;
Belgium;BE;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.92;0.88;0.88;480;0.7;0.4;3;;30;;1237;-0.157;-0.01;57;-0.6;;;;;
Bulgaria;BG;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.73;0.09;0.52;269;0.7;0.4;2;;30;;691;-0.157;-0.01;33;-0.6;;;;;
Croatia;HR;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.83;0.23;0.66;329;0.7;0.4;2;;30;;846;-0.157;-0.01;42;-0.6;;;;;
Cyprus;CY;existing MFH;Solar thermal;2030;01.01.2030 00:00;1.02;0.36;0.73;416;0.7;0.4;2;;30;;1077;-0.157;-0.01;47;-0.6;;;;;
Czech Republic;CZ;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.8;0.24;0.63;321;0.7;0.4;2;;30;;824;-0.157;-0.01;40;-0.6;;;;;
Denmark;DK;existing MFH;Solar thermal;2030;01.01.2030 00:00;1;1;1;529;0.7;0.4;3;;30;;1365;-0.157;-0.01;64;-0.6;;;;;
Estonia;EE;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.82;0.3;0.72;337;0.7;0.4;2;;30;;871;-0.157;-0.01;46;-0.6;;;;;
Finland;FI;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.94;0.87;0.92;483;0.7;0.4;3;;30;;1250;-0.157;-0.01;59;-0.6;;;;;
France;FR;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.93;0.8;0.84;467;0.7;0.4;3;;30;;1207;-0.157;-0.01;54;-0.6;;;;;
Germany;DE;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.89;0.69;0.82;433;0.7;0.4;3;;30;;1119;-0.157;-0.01;53;-0.6;;;;;
Greece;EL;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.29;0.74;331;0.7;0.4;2;;30;;857;-0.157;-0.01;48;-0.6;;;;;
Hungary;HU;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.76;0.15;0.57;290;0.7;0.4;2;;30;;746;-0.157;-0.01;37;-0.6;;;;;
Ireland;IE;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.69;0.83;426;0.7;0.4;3;;30;;1102;-0.157;-0.01;53;-0.6;;;;;
Italy;IT;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.94;0.6;0.87;435;0.7;0.4;3;;30;;1121;-0.157;-0.01;56;-0.6;;;;;
Latvia;LV;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.76;0.19;0.68;297;0.7;0.4;2;;30;;765;-0.157;-0.01;44;-0.6;;;;;
Lithuania;LT;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.18;0.66;312;0.7;0.4;2;;30;;805;-0.157;-0.01;42;-0.6;;;;;
Luxembourg;LU;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.98;0.64;0.92;457;0.7;0.4;3;;30;;1175;-0.157;-0.01;59;-0.6;;;;;
Malta;MT;existing MFH;Solar thermal;2030;01.01.2030 00:00;1.16;0.24;0.85;443;0.7;0.4;3;;30;;1144;-0.157;-0.01;55;-0.6;;;;;
Netherlands;NL;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.86;0.88;457;0.7;0.4;3;;30;;1183;-0.157;-0.01;57;-0.6;;;;;
Poland;PL;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.66;0.19;0.52;263;0.7;0.4;2;;30;;676;-0.157;-0.01;33;-0.6;;;;;
Portugal;PT;existing MFH;Solar thermal;2030;01.01.2030 00:00;1;0.3;0.77;400;0.7;0.4;2;;30;;1031;-0.157;-0.01;49;-0.6;;;;;
Romania;RO;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.8;0.11;0.57;294;0.7;0.4;2;;30;;762;-0.157;-0.01;37;-0.6;;;;;
Slovakia;SK;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.24;0.66;321;0.7;0.4;2;;30;;833;-0.157;-0.01;42;-0.6;;;;;
Slovenia;SI;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.88;0.3;0.73;357;0.7;0.4;2;;30;;924;-0.157;-0.01;47;-0.6;;;;;
Spain;ES;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.89;0.51;0.82;401;0.7;0.4;3;;30;;1033;-0.157;-0.01;53;-0.6;;;;;
Sweden;SE;existing MFH;Solar thermal;2030;01.01.2030 00:00;1.01;1.02;0.98;534;0.7;0.4;3;;30;;1383;-0.157;-0.01;63;-0.6;;;;;
United Kingdom;UK;existing MFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.71;0.85;429;0.7;0.4;3;;30;;1111;-0.157;-0.01;55;-0.6;;;;;
Austria;AT;new SFH;Solar thermal;2030;01.01.2030 00:00;0.82;0.81;0.9;409;0.7;0.4;14;;30;;1115;-0.157;-0.01;58;-0.6;;;;;
Belgium;BE;new SFH;Solar thermal;2030;01.01.2030 00:00;0.92;0.88;0.88;454;0.7;0.4;14;;30;;1237;-0.157;-0.01;57;-0.6;;;;;
Bulgaria;BG;new SFH;Solar thermal;2030;01.01.2030 00:00;0.73;0.09;0.52;254;0.7;0.4;8;;30;;691;-0.157;-0.01;33;-0.6;;;;;
Croatia;HR;new SFH;Solar thermal;2030;01.01.2030 00:00;0.83;0.23;0.66;311;0.7;0.4;11;;30;;846;-0.157;-0.01;42;-0.6;;;;;
Cyprus;CY;new SFH;Solar thermal;2030;01.01.2030 00:00;1.02;0.36;0.73;394;0.7;0.4;12;;30;;1077;-0.157;-0.01;47;-0.6;;;;;
Czech Republic;CZ;new SFH;Solar thermal;2030;01.01.2030 00:00;0.8;0.24;0.63;303;0.7;0.4;10;;30;;824;-0.157;-0.01;40;-0.6;;;;;
Denmark;DK;new SFH;Solar thermal;2030;01.01.2030 00:00;1;1;1;500;0.7;0.4;16;;30;;1365;-0.157;-0.01;64;-0.6;;;;;
Estonia;EE;new SFH;Solar thermal;2030;01.01.2030 00:00;0.82;0.3;0.72;319;0.7;0.4;12;;30;;871;-0.157;-0.01;46;-0.6;;;;;
Finland;FI;new SFH;Solar thermal;2030;01.01.2030 00:00;0.94;0.87;0.92;457;0.7;0.4;15;;30;;1250;-0.157;-0.01;59;-0.6;;;;;
France;FR;new SFH;Solar thermal;2030;01.01.2030 00:00;0.93;0.8;0.84;441;0.7;0.4;13;;30;;1207;-0.157;-0.01;54;-0.6;;;;;
Germany;DE;new SFH;Solar thermal;2030;01.01.2030 00:00;0.89;0.69;0.82;410;0.7;0.4;13;;30;;1119;-0.157;-0.01;53;-0.6;;;;;
Greece;EL;new SFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.29;0.74;313;0.7;0.4;12;;30;;857;-0.157;-0.01;48;-0.6;;;;;
Hungary;HU;new SFH;Solar thermal;2030;01.01.2030 00:00;0.76;0.15;0.57;274;0.7;0.4;9;;30;;746;-0.157;-0.01;37;-0.6;;;;;
Ireland;IE;new SFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.69;0.83;403;0.7;0.4;13;;30;;1102;-0.157;-0.01;53;-0.6;;;;;
Italy;IT;new SFH;Solar thermal;2030;01.01.2030 00:00;0.94;0.6;0.87;412;0.7;0.4;14;;30;;1121;-0.157;-0.01;56;-0.6;;;;;
Latvia;LV;new SFH;Solar thermal;2030;01.01.2030 00:00;0.76;0.19;0.68;281;0.7;0.4;11;;30;;765;-0.157;-0.01;44;-0.6;;;;;
Lithuania;LT;new SFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.18;0.66;295;0.7;0.4;11;;30;;805;-0.157;-0.01;42;-0.6;;;;;
Luxembourg;LU;new SFH;Solar thermal;2030;01.01.2030 00:00;0.98;0.64;0.92;432;0.7;0.4;15;;30;;1175;-0.157;-0.01;59;-0.6;;;;;
Malta;MT;new SFH;Solar thermal;2030;01.01.2030 00:00;1.16;0.24;0.85;419;0.7;0.4;14;;30;;1144;-0.157;-0.01;55;-0.6;;;;;
Netherlands;NL;new SFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.86;0.88;432;0.7;0.4;14;;30;;1183;-0.157;-0.01;57;-0.6;;;;;
Poland;PL;new SFH;Solar thermal;2030;01.01.2030 00:00;0.66;0.19;0.52;248;0.7;0.4;8;;30;;676;-0.157;-0.01;33;-0.6;;;;;
Portugal;PT;new SFH;Solar thermal;2030;01.01.2030 00:00;1;0.3;0.77;379;0.7;0.4;12;;30;;1031;-0.157;-0.01;49;-0.6;;;;;
Romania;RO;new SFH;Solar thermal;2030;01.01.2030 00:00;0.8;0.11;0.57;278;0.7;0.4;9;;30;;762;-0.157;-0.01;37;-0.6;;;;;
Slovakia;SK;new SFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.24;0.66;303;0.7;0.4;11;;30;;833;-0.157;-0.01;42;-0.6;;;;;
Slovenia;SI;new SFH;Solar thermal;2030;01.01.2030 00:00;0.88;0.3;0.73;338;0.7;0.4;12;;30;;924;-0.157;-0.01;47;-0.6;;;;;
Spain;ES;new SFH;Solar thermal;2030;01.01.2030 00:00;0.89;0.51;0.82;380;0.7;0.4;13;;30;;1033;-0.157;-0.01;53;-0.6;;;;;
Sweden;SE;new SFH;Solar thermal;2030;01.01.2030 00:00;1.01;1.02;0.98;505;0.7;0.4;16;;30;;1383;-0.157;-0.01;63;-0.6;;;;;
United Kingdom;UK;new SFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.71;0.85;406;0.7;0.4;14;;30;;1111;-0.157;-0.01;55;-0.6;;;;;
Austria;AT;new MFH;Solar thermal;2030;01.01.2030 00:00;0.82;0.81;0.9;391;0.7;0.4;3;;30;;1115;-0.157;-0.01;58;-0.6;;;;;
Belgium;BE;new MFH;Solar thermal;2030;01.01.2030 00:00;0.92;0.88;0.88;435;0.7;0.4;3;;30;;1237;-0.157;-0.01;57;-0.6;;;;;
Bulgaria;BG;new MFH;Solar thermal;2030;01.01.2030 00:00;0.73;0.09;0.52;244;0.7;0.4;2;;30;;691;-0.157;-0.01;33;-0.6;;;;;
Croatia;HR;new MFH;Solar thermal;2030;01.01.2030 00:00;0.83;0.23;0.66;298;0.7;0.4;2;;30;;846;-0.157;-0.01;42;-0.6;;;;;
Cyprus;CY;new MFH;Solar thermal;2030;01.01.2030 00:00;1.02;0.36;0.73;377;0.7;0.4;2;;30;;1077;-0.157;-0.01;47;-0.6;;;;;
Czech Republic;CZ;new MFH;Solar thermal;2030;01.01.2030 00:00;0.8;0.24;0.63;290;0.7;0.4;2;;30;;824;-0.157;-0.01;40;-0.6;;;;;
Denmark;DK;new MFH;Solar thermal;2030;01.01.2030 00:00;1;1;1;479;0.7;0.4;3;;30;;1365;-0.157;-0.01;64;-0.6;;;;;
Estonia;EE;new MFH;Solar thermal;2030;01.01.2030 00:00;0.82;0.3;0.72;305;0.7;0.4;2;;30;;871;-0.157;-0.01;46;-0.6;;;;;
Finland;FI;new MFH;Solar thermal;2030;01.01.2030 00:00;0.94;0.87;0.92;437;0.7;0.4;3;;30;;1250;-0.157;-0.01;59;-0.6;;;;;
France;FR;new MFH;Solar thermal;2030;01.01.2030 00:00;0.93;0.8;0.84;422;0.7;0.4;3;;30;;1207;-0.157;-0.01;54;-0.6;;;;;
Germany;DE;new MFH;Solar thermal;2030;01.01.2030 00:00;0.89;0.69;0.82;392;0.7;0.4;3;;30;;1119;-0.157;-0.01;53;-0.6;;;;;
Greece;EL;new MFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.29;0.74;300;0.7;0.4;2;;30;;857;-0.157;-0.01;48;-0.6;;;;;
Hungary;HU;new MFH;Solar thermal;2030;01.01.2030 00:00;0.76;0.15;0.57;263;0.7;0.4;2;;30;;746;-0.157;-0.01;37;-0.6;;;;;
Ireland;IE;new MFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.69;0.83;386;0.7;0.4;3;;30;;1102;-0.157;-0.01;53;-0.6;;;;;
Italy;IT;new MFH;Solar thermal;2030;01.01.2030 00:00;0.94;0.6;0.87;394;0.7;0.4;3;;30;;1121;-0.157;-0.01;56;-0.6;;;;;
Latvia;LV;new MFH;Solar thermal;2030;01.01.2030 00:00;0.76;0.19;0.68;269;0.7;0.4;2;;30;;765;-0.157;-0.01;44;-0.6;;;;;
Lithuania;LT;new MFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.18;0.66;283;0.7;0.4;2;;30;;805;-0.157;-0.01;42;-0.6;;;;;
Luxembourg;LU;new MFH;Solar thermal;2030;01.01.2030 00:00;0.98;0.64;0.92;414;0.7;0.4;3;;30;;1175;-0.157;-0.01;59;-0.6;;;;;
Malta;MT;new MFH;Solar thermal;2030;01.01.2030 00:00;1.16;0.24;0.85;401;0.7;0.4;3;;30;;1144;-0.157;-0.01;55;-0.6;;;;;
Netherlands;NL;new MFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.86;0.88;413;0.7;0.4;3;;30;;1183;-0.157;-0.01;57;-0.6;;;;;
Poland;PL;new MFH;Solar thermal;2030;01.01.2030 00:00;0.66;0.19;0.52;238;0.7;0.4;2;;30;;676;-0.157;-0.01;33;-0.6;;;;;
Portugal;PT;new MFH;Solar thermal;2030;01.01.2030 00:00;1;0.3;0.77;362;0.7;0.4;2;;30;;1031;-0.157;-0.01;49;-0.6;;;;;
Romania;RO;new MFH;Solar thermal;2030;01.01.2030 00:00;0.8;0.11;0.57;266;0.7;0.4;2;;30;;762;-0.157;-0.01;37;-0.6;;;;;
Slovakia;SK;new MFH;Solar thermal;2030;01.01.2030 00:00;0.81;0.24;0.66;290;0.7;0.4;2;;30;;833;-0.157;-0.01;42;-0.6;;;;;
Slovenia;SI;new MFH;Solar thermal;2030;01.01.2030 00:00;0.88;0.3;0.73;323;0.7;0.4;2;;30;;924;-0.157;-0.01;47;-0.6;;;;;
Spain;ES;new MFH;Solar thermal;2030;01.01.2030 00:00;0.89;0.51;0.82;363;0.7;0.4;3;;30;;1033;-0.157;-0.01;53;-0.6;;;;;
Sweden;SE;new MFH;Solar thermal;2030;01.01.2030 00:00;1.01;1.02;0.98;484;0.7;0.4;3;;30;;1383;-0.157;-0.01;63;-0.6;;;;;
United Kingdom;UK;new MFH;Solar thermal;2030;01.01.2030 00:00;0.87;0.71;0.85;389;0.7;0.4;3;;30;;1111;-0.157;-0.01;55;-0.6;;;;;
