snapshot,DE0 2,DE0 9,DE0 A,DE0 E
2013-10-10 02:00:00,17072.7354944544,8394.981880958205,15556.802402653488,7098.557121933911
2013-10-10 03:00:00,18602.54490997698,9147.21765060408,16950.77601623955,7734.626223179389
2013-10-10 04:00:00,21891.4012572835,10764.409544292172,19947.606157629576,9102.077540794753
2013-10-10 05:00:00,24478.90001581172,12036.730854600179,22305.354095363975,10177.916134224131
2013-10-10 06:00:00,25172.460418606322,12377.767416474051,22937.331445688713,10466.286919230914
2013-10-10 07:00:00,25239.906112842546,12410.931719947603,22998.788459328007,10494.32970788185
2013-10-10 08:00:00,25725.281437009013,12649.59980293672,23441.06603175536,10696.14062829891
2013-10-10 09:00:00,26086.681362125746,12827.306874197804,23770.37630691314,10846.404656763305
2013-10-10 10:00:00,25809.49111658742,12691.007270093443,23517.798512383175,10731.15360093597
2013-10-10 11:00:00,25585.711665991883,12580.970748196261,23313.88902782401,10638.109857987842
2013-10-10 12:00:00,24946.73163603763,12266.772371755504,22731.645715469716,10372.432676737148
2013-10-10 13:00:00,24591.569459707855,12092.13251769939,22408.01932297664,10224.762199616114
2013-10-10 14:00:00,24136.21333705586,11868.225434954004,21993.09546820032,10035.432759789821
2013-10-10 15:00:00,24108.533326813726,11854.61465860695,21967.87323887567,10023.923875703653
2013-10-10 16:00:00,24620.41908332477,12106.31841471719,22434.307312628043,10236.757389330001
2013-10-10 17:00:00,25307.351842556,12444.096040865968,23060.24550529441,10522.372511283624
2013-10-10 18:00:00,23922.180368939946,11762.98143993959,21798.06705030477,9946.441440815695
2013-10-10 19:00:00,22257.479493990457,10944.417028456983,20281.17934478589,9254.28673276667
2013-10-10 20:00:00,20793.55637098459,10224.578775428232,18947.241806500057,8645.612047087125
2013-10-10 21:00:00,18846.59707960736,9267.222645862224,17173.158151786134,7836.09902274428
2013-10-10 22:00:00,17664.932373029227,8686.176110916875,16096.416562695345,7344.782653358553
2013-10-10 23:00:00,16847.00674736294,8283.986853684471,15351.116704761605,7004.702894190983
2013-10-11 00:00:00,16585.80076856842,8155.547011112659,15113.103891887073,6896.097828431848
2013-10-11 01:00:00,16764.746364280458,8243.537891904303,15276.160437466513,6970.500406348725
2013-10-11 02:00:00,17304.312166510863,8508.852441806412,15767.816772870652,7194.842818812079
2013-10-11 03:00:00,18719.892700940567,9204.919744051833,17057.704188177868,7783.417466829732
2013-10-11 04:00:00,22093.348587124678,10863.710805971958,20131.62205286225,9186.043854041114
2013-10-11 05:00:00,24667.592094003376,12129.514262274588,22477.291707607023,10256.371136115009
2013-10-11 06:00:00,25563.87954523753,12570.235487978869,23293.995438497528,10629.032428286077
2013-10-11 07:00:00,25814.559322954054,12693.499401517296,23522.416699375364,10733.260876153288
2013-10-11 08:00:00,26271.864742101974,12918.364989639234,23939.11676748441,10923.400800774383
2013-10-11 09:00:00,26694.472612667978,13126.169147168901,24324.200173616777,11099.114066546354
2013-10-11 10:00:00,26224.301836646948,12894.97742356171,23895.777097511764,10903.624942279574
2013-10-11 11:00:00,25733.07862299271,12653.433824442933,23448.170885086245,10699.382567478113
2013-10-11 12:00:00,25281.62112880979,12431.443769895466,23036.79948930248,10511.674111992255
