snapshot,DE0 1,DE0 2,DE0 4,DE0 7,DE0 8,DE0 9,DE0 A,DE0 B,DE0 C,DE0 D,DE0 E,DE0 F,DE0 G
2013-11-07 16:00:00,10982.974640721679,15816.370229858734,3793.030050016756,6787.170441585461,1097.966522935748,8953.267667051847,12950.429290490949,3824.381387561338,857.7794282608078,2641.74521437083,2143.533967169705,3126.502598774303,2564.408961201843
2013-11-07 17:00:00,10899.732775372959,15696.495222945952,3764.2820189035383,6735.729302324107,1089.6448446610164,8885.409302086815,12852.275745893821,3795.3957392356842,851.2781695397462,2621.722970250831,2127.2877523051116,3102.806294553164,2544.9728619272487
2013-11-07 18:00:00,10580.50577274591,15236.782565302437,3654.0352366473235,6538.455963610119,1057.7317634086874,8625.176997582212,12475.86344773474,3684.2377108152837,826.3462758810308,2544.9389992343476,2064.984601678526,3011.9325480535713,2470.4367173058117
2013-11-07 19:00:00,9999.570146867474,14400.188360255243,3453.405957407049,6179.4540322201565,999.6557056865566,8151.601092514459,11790.860887738714,3481.950127746185,780.9747216961806,2405.2060070601037,1951.604093433303,2846.5587032214794,2334.7943641530983
2013-11-07 20:00:00,9409.207892694465,13550.019049373477,3249.5211407954075,5814.626708801378,940.6372691799733,7670.340645773801,11094.743043662547,3276.3800986206647,734.8669400234726,2263.2056191210995,1836.383801467704,2678.501397958605,2196.9509925274033
2013-11-07 21:00:00,8782.097793108878,12646.929874137297,3032.9452558272496,5427.09024707216,877.9451554253855,7159.1235336552245,10355.29446368274,3058.014102953641,685.8891211469139,2112.3662373818934,1713.9914766568227,2499.983153110585,2050.5273858412106
2013-11-07 22:00:00,8006.079005420297,11529.40016539145,2764.942945217622,4947.5323904613915,800.3666598061641,6526.516781102402,9440.262173542342,2787.7966158777435,625.2814102308649,1925.7097089185395,1562.5368220676332,2279.0753539238062,1869.3351680397477
2013-11-07 23:00:00,7409.32582666749,10670.027407122085,2558.850988029629,4578.755654809465,740.709323414188,6040.046483635991,8736.608555272116,2580.001203027702,578.6744920481086,1782.1721058828632,1446.0692210289876,2109.198756259653,1729.999582801719
2013-11-08 00:00:00,7093.134513215846,10214.686386987678,2449.652597547181,4383.358286906223,709.0997196074204,5782.2888582261185,8363.775749855213,2469.9002318764487,553.979688231666,1706.1183120372987,1384.358542212099,2019.1891736506675,1656.1722396461403
2013-11-08 01:00:00,6966.753848796012,10032.688026457157,2406.006347458597,4305.258579131439,696.4654612922944,5679.2639534525715,8214.75566087258,2425.893223159265,544.1092535256325,1675.7198520260895,1359.6929797539135,1983.2126291653137,1626.663684909136
